path,label,scene,label_name,split
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_0c79__-122.36692647273983_37.753477033941955.png,0,20170620_232624_0c79,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_0c79__-122.39590954307717_37.67778299970322.png,0,20170620_232624_0c79,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_0c79__-122.44975300998287_37.6793444157565.png,0,20170620_232624_0c79,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_0c79__-122.46443168168126_37.64880277081112.png,0,20170620_232624_0c79,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_0c79__-122.46457310236153_37.676465282704456.png,0,20170620_232624_0c79,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_0c79__-122.47375955485923_37.642598500918425.png,0,20170620_232624_0c79,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_1_0c79__-122.42075053083227_37.7251460181053.png,0,20170620_232624_1_0c79,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_1_0c79__-122.43218787175789_37.74310186884383.png,0,20170620_232624_1_0c79,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_1_0c79__-122.4573859066906_37.70103867473599.png,0,20170620_232624_1_0c79,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_1_0c79__-122.4855618922999_37.71611795859279.png,0,20170620_232624_1_0c79,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170620_232624_1_0c79__-122.52420117038659_37.66198412011204.png,0,20170620_232624_1_0c79,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170621_181251_0e26__-122.1363772756456_37.75896214619887.png,0,20170621_181251_0e26,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170621_181251_0e26__-122.18322353830067_37.78217118796121.png,0,20170621_181251_0e26,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170621_181251_0e26__-122.33791302080623_37.76856780573772.png,0,20170621_181251_0e26,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170621_181253_0e26__-122.12045625971537_37.613399826561825.png,0,20170621_181253_0e26,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170621_181253_0e26__-122.14512263973502_37.59654606717163.png,0,20170621_181253_0e26,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180818_1034__-122.22943146839535_37.79091863864866.png,0,20170622_180818_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180818_1034__-122.33864707505492_37.76646286106706.png,0,20170622_180818_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180818_1034__-122.35737948132325_37.79022588250081.png,0,20170622_180818_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180818_1034__-122.37093273196109_37.81120033537298.png,0,20170622_180818_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.1675083716699_37.67660823084506.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.20804082047488_37.72639655270069.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.31871051431924_37.708187482313285.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.32155279019929_37.724941336862365.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.32318999909282_37.71710929117154.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.32603124025987_37.70782396331996.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.33069523826285_37.73794550381866.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.33237264282647_37.748311113778946.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.3336117337335_37.727849267775106.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.33508887276393_37.75681683368896.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.33514216778464_37.72802014627484.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.33884846521858_37.73617987416077.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.33980221705637_37.766793810130565.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.34277673308947_37.75783337424357.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.34867324138251_37.73788397897981.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.35098926862184_37.74949667419076.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170622_180819_1034__-122.35343217175772_37.75835198416848.png,0,20170622_180819_1034,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170624_180910_100c__-122.45225672074581_37.81982648512082.png,0,20170624_180910_100c,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170624_180910_100c__-122.45368190995994_37.82994576444275.png,0,20170624_180910_100c,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170624_180910_100c__-122.56584604831254_37.80569867166211.png,0,20170624_180910_100c,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170701_181015_1042__-122.36505220565711_37.865057573726304.png,0,20170701_181015_1042,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170701_181015_1042__-122.39384310892343_37.826976125846066.png,0,20170701_181015_1042,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170701_181015_1042__-122.43713294439645_37.81845730321225.png,0,20170701_181015_1042,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170701_181015_1042__-122.50112623643929_37.88201728939477.png,0,20170701_181015_1042,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.14768572137348_37.675655454882595.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.29241794939065_37.73869535942699.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.30831003110046_37.713994503695176.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.32377980626481_37.71962735090704.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.32587394364705_37.728940930361865.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.33214759020176_37.72029696017205.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.33479231567986_37.72907271262165.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.33484386237805_37.74994744979224.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.33686893598907_37.75961191684693.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.34181116013261_37.720729861706594.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.34270462076896_37.75058641760489.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.34531525272328_37.728698991943546.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.3479990846333_37.7409897893896.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.35070149648544_37.7512526508844.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.37831171763855_37.7033252018865.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_180943_103c__-122.40626158671971_37.719233378938654.png,0,20170702_180943_103c,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.3253085755005_37.71996058411489.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.32612424550099_37.72761742711706.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.32882240670818_37.70778580613692.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.33254561883199_37.721461913673146.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.33451714463017_37.74840436001429.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.33472011860978_37.7295319764249.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.33867933045343_37.73988333005278.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.34425296326204_37.74878340233499.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.34725709050186_37.72854752333698.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.34798021544444_37.739259159989395.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.35098029465155_37.75052412245564.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.36797110127117_37.75478053259453.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170702_181120_103a__-122.48775552278104_37.71885852232191.png,0,20170702_181120_103a,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.13045533111884_37.802234959398376.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.16265659212847_37.76918329044205.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.18513556522487_37.75695697322898.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.21066129429391_37.777761556061435.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.30434235919608_37.810609587434314.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.32882122041141_37.83227469668378.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.3677007680444_37.834490739012985.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.36855924715424_37.785743734182205.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.3781456215884_37.80455995471527.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.39417340802179_37.86161483566269.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180944_1009__-122.40643110506367_37.80881583320159.png,0,20170703_180944_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.17883253356621_37.70478157701577.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.19891818992384_37.71051690650926.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.20046077119125_37.7474900738034.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.21400622467493_37.73208769266089.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.32592101815499_37.719991127048715.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.32728751578448_37.70815561265839.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.33692927491354_37.72995001569902.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.33955597924415_37.73702206364676.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.34270476653322_37.71976142405217.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.34432039620907_37.72955872654355.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.34501153411806_37.759305941619104.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.346197871396_37.74060125984458.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.35259324185583_37.749099904446545.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.3573905632831_37.769270496131924.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.36489240940566_37.76036113727329.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180945_1009__-122.43982886368555_37.75484654657575.png,0,20170703_180945_1009,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180946_1009__-122.21880809779623_37.68006874164405.png,0,20170703_180946_1009,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180946_1009__-122.28398714654318_37.68072583868223.png,0,20170703_180946_1009,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180946_1009__-122.28697484585607_37.65648933816741.png,0,20170703_180946_1009,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180946_1009__-122.3269900230495_37.707180490325484.png,0,20170703_180946_1009,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180946_1009__-122.32963497288549_37.651547848072234.png,0,20170703_180946_1009,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180946_1009__-122.33767981162372_37.70683543007344.png,0,20170703_180946_1009,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180946_1009__-122.38094697402973_37.681085381660125.png,0,20170703_180946_1009,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170703_180946_1009__-122.46002491824825_37.6750114329474.png,0,20170703_180946_1009,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180815_103e__-122.13545849413472_37.776449638134814.png,0,20170705_180815_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180815_103e__-122.14320977464119_37.760093580889965.png,0,20170705_180815_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180815_103e__-122.20020321255956_37.758763660621604.png,0,20170705_180815_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180815_103e__-122.23389241491539_37.81755410203232.png,0,20170705_180815_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180815_103e__-122.23404174101402_37.77999787447583.png,0,20170705_180815_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180815_103e__-122.26455859990249_37.83916440240095.png,0,20170705_180815_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180815_103e__-122.38152144143817_37.845163434414864.png,0,20170705_180815_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180815_103e__-122.39198781247663_37.795492948246135.png,0,20170705_180815_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.2814447560679_37.71502356385433.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.29933622070351_37.74884941066563.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.31607235906512_37.70638759775161.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.32237262148456_37.717158674958476.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.32594506019926_37.70606589838647.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.33304978480737_37.748747577828375.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.33646460418107_37.76674802493541.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.33792826777015_37.736282867053006.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.34180532522628_37.74831008901431.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.34184082376004_37.71737712426807.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180816_103e__-122.34621485367971_37.727054574733124.png,0,20170705_180816_103e,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180817_103e__-122.19850111070659_37.65757077068643.png,0,20170705_180817_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180817_103e__-122.27286759401832_37.68712026750093.png,0,20170705_180817_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180817_103e__-122.32785084429815_37.70607677814223.png,0,20170705_180817_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180817_103e__-122.38864278427437_37.68026025439936.png,0,20170705_180817_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180817_103e__-122.40874232316006_37.659758368764045.png,0,20170705_180817_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170705_180817_103e__-122.43305853818298_37.66907131576693.png,0,20170705_180817_103e,No-Ship,train
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170706_180954_1040__-122.05762079012071_37.75484361449022.png,0,20170706_180954_1040,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170706_180954_1040__-122.29107300308581_37.811828350640674.png,0,20170706_180954_1040,No-Ship,test
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170706_180955_1040__-122.03903530357431_37.70148080289207.png,0,20170706_180955_1040,No-Ship,val
C:\Users\sad77\Desktop\Part-A.1-CalEnvAgency\shipdata_2025\cropped_ship_dataset\0__20170706_180955_1040__-122.05172077400466_37.63528319764827.png,0,20170706_180955_1040,No-Ship,val
